Updated On,State,Total Doses Administered,Sessions, Sites ,First Dose Administered,Second Dose Administered, Covaxin (Doses Administered),CoviShield (Doses Administered),Male(Individuals Vaccinated),Female(Individuals Vaccinated),Transgender(Individuals Vaccinated),Total Individuals Vaccinated
16-06-2021,Karnataka,17695431,1533625,4953,14594061,3101370,1865062,15829065,,,,14594061
17-06-2021,Karnataka,17899357,1503107,4668,14771770,3127587,1879415,16018602,,,,14771770
18-06-2021,Karnataka,18130798,1570993,4949,14971193,3159605,1899297,16230106,,,,14971193
19-06-2021,Karnataka,18421390,1685106,5240,15205385,3216005,1924681,16495243,,,,15205385
20-06-2021,Karnataka,18498363,1140306,3433,15268722,3229641,1931696,16565201,,,,15268722
21-06-2021,Karnataka,19652759,5771130,8289,16339169,3313590,2079183,17571984,,,,16339169
22-06-2021,Karnataka,20104474,3028443,5681,16752226,3352248,2175629,17927104,,,,16752226
23-06-2021,Karnataka,20512334,2878089,5397,17126371,3385963,2252981,18257444,,,,17126371
24-06-2021,Karnataka,20921155,3045541,5351,17493598,3427557,2319494,18599539,,,,17493598
25-06-2021,Karnataka,21341517,3235949,5483,17864741,3476776,2401636,18937409,,,,
26-06-2021,Karnataka,21622289,2949768,4412,18089135,3533154,2481521,19137845,,,,
27-06-2021,Karnataka,21750366,2293791,3397,18196068,3554298,2513450,19233993,,,,
28-06-2021,Karnataka,22202542,3842599,5545,18563185,3639357,2627009,19571719,,,,
29-06-2021,Karnataka,22470761,3283583,4610,18787206,3683555,2718274,19748000,,,,
30-06-2021,Karnataka,22712414,3248246,4304,18973039,3739375,2787439,19919959,,,,
01-07-2021,Karnataka,22911665,2959202,3432,19124712,3786953,2841636,20064363,,,,
02-07-2021,Karnataka,23152094,3268266,3841,19293267,3858827,2903238,20242202,,,,
03-07-2021,Karnataka,23639206,4021088,5307,19601804,4037402,2984583,20647210,,,,
04-07-2021,Karnataka,23790590,2740122,3206,19703988,4086602,3001217,20781811,,,,
05-07-2021,Karnataka,24185562,3860154,5267,19965810,4219752,3045981,21131204,,,,
06-07-2021,Karnataka,24477242,3505965,4671,20169876,4307366,3077523,21390621,,,,
07-07-2021,Karnataka,24739154,3519507,4541,20354749,4384405,3137462,21591841,,,,
08-07-2021,Karnataka,24941814,3047896,4241,20494591,4447223,3187713,21743167,,,,
09-07-2021,Karnataka,25276633,3200896,4811,20709063,4567570,3228397,22036205,,,,
10-07-2021,Karnataka,25518726,3020732,4101,20854108,4664618,3265334,22239650,,,,
11-07-2021,Karnataka,25624609,2240654,2919,20921104,4703505,3287799,22322814,,,,
12-07-2021,Karnataka,25882198,3158460,4658,21086849,4795349,3348036,22518296,,,,
13-07-2021,Karnataka,26042614,2899526,3924,21196915,4845699,3390958,22634197,,,,
14-07-2021,Karnataka,26484472,2942571,4395,21531193,4953279,3429285,23036266,,,,
15-07-2021,Karnataka,26614219,2610778,3634,21609700,5004519,3446148,23147598,,,,
16-07-2021,Karnataka,26851134,2661733,4137,21741826,5109308,3465032,23363901,,,,
17-07-2021,Karnataka,27211216,2914591,4557,21951177,5260039,3489501,23697161,,,,
18-07-2021,Karnataka,27324330,2095517,3001,22018801,5305529,3494650,23804647,,,,
19-07-2021,Karnataka,27595996,2780856,4281,22187924,5408072,3508796,24060819,,,,
20-07-2021,Karnataka,27779600,2618966,3793,22304712,5474888,3534535,24217552,,,,
21-07-2021,Karnataka,27957510,2462960,3691,22399536,5557974,3552062,24376718,,,,
22-07-2021,Karnataka,28247972,2953680,4679,22570497,5677475,3565008,24652988,,,,
23-07-2021,Karnataka,28558855,2809838,4552,22755810,5803045,3586666,24940777,,,,
24-07-2021,Karnataka,28787936,2766276,4055,22885641,5902295,3636337,25118117,,,,
25-07-2021,Karnataka,28886583,2033526,2954,22942185,5944398,3646033,25206748,,,,
26-07-2021,Karnataka,29125539,2989465,4514,23073939,6051600,3672535,25417650,,,,
27-07-2021,Karnataka,29417347,3044589,4888,23244325,6173022,3707749,25673106,,,,
28-07-2021,Karnataka,29596896,0,0,23352332,6244564,3732333,25827044,,,,
29-07-2021,Karnataka,29725737,2518644,3775,23430600,6295137,3746047,25940861,,,,
30-07-2021,Karnataka,30029134,3005605,4881,23623111,6406023,3761928,26226975,,,,
31-07-2021,Karnataka,30371214,2947566,4786,23841981,6529233,3810411,26518298,,,,
01-08-2021,Karnataka,30664762,1889926,2928,24087131,6577631,3841608,26779909,,,,
02-08-2021,Karnataka,31396158,4342524,6338,24583845,6812313,3925553,27425648,,,,
03-08-2021,Karnataka,31689767,2613961,4305,24789310,6900457,3962784,27680535,,,,
04-08-2021,Karnataka,31957645,2471074,4217,24961046,6996599,4012433,27896947,,,,
05-08-2021,Karnataka,32124981,2353557,3917,25060031,7064950,4051814,28023279,,,,
06-08-2021,Karnataka,32349726,2428494,4059,25189842,7159884,4140396,28157668,,,,
07-08-2021,Karnataka,32764656,2951926,4926,25468918,7295738,4209783,28500695,,,,
08-08-2021,Karnataka,32925156,2116091,3198,25590067,7335089,4224198,28646396,,,,
09-08-2021,Karnataka,33280543,2972686,4958,25847691,7432852,4271997,28952499,,,,
10-08-2021,Karnataka,,,,,,,,,,,
11-08-2021,Karnataka,,,,,,,,,,,
12-08-2021,Karnataka,,,,,,,,,,,
13-08-2021,Karnataka,,,,,,,,,,,
14-08-2021,Karnataka,,,,,,,,,,,
15-08-2021,Karnataka,,,,,,,,,,,
16-01-2021,Kerala,1681,147,134,1681,0,0,1681,,,,1681
17-01-2021,Kerala,1836,317,156,1836,0,0,1836,,,,1836
18-01-2021,Kerala,2566,488,180,2566,0,0,2566,,,,2566
19-01-2021,Kerala,5355,544,185,5355,0,0,5355,,,,5355
20-01-2021,Kerala,5398,716,216,5398,0,0,5398,,,,5398
21-01-2021,Kerala,9175,883,236,9175,0,0,9175,,,,9175
22-01-2021,Kerala,15501,1003,259,15501,0,0,15501,,,,15501
23-01-2021,Kerala,21944,1165,308,21944,0,0,21944,,,,21944
24-01-2021,Kerala,23324,1252,333,23324,0,0,23324,,,,23324
25-01-2021,Kerala,43561,1302,347,43561,0,0,43561,,,,43561
26-01-2021,Kerala,43766,1462,374,43766,0,0,43766,,,,43766
27-01-2021,Kerala,58323,1792,416,58323,0,0,58323,,,,58323
28-01-2021,Kerala,82794,2140,535,82794,0,0,82794,,,,82794
29-01-2021,Kerala,110719,2435,588,110719,0,0,110719,,,,110719
30-01-2021,Kerala,134225,2772,647,134225,0,0,134225,,,,134225
31-01-2021,Kerala,140906,3136,712,140906,0,0,140906,,,,140906
01-02-2021,Kerala,173482,3562,759,173482,0,0,173482,,,,173482
02-02-2021,Kerala,204449,3948,789,204449,0,0,204449,,,,204449
03-02-2021,Kerala,225664,4462,827,225664,0,0,225664,,,,225664
04-02-2021,Kerala,250831,4740,837,250831,0,0,250831,,,,250831
05-02-2021,Kerala,266068,4860,841,266068,0,0,266068,,,,266068
06-02-2021,Kerala,271731,4960,866,271731,0,0,271731,,,,271731
07-02-2021,Kerala,272221,5197,883,272221,0,0,272221,,,,272221
08-02-2021,Kerala,287787,5418,893,287787,0,0,287787,,,,287787
09-02-2021,Kerala,302655,5579,898,302655,0,1,302654,,,,302655
10-02-2021,Kerala,306802,5763,929,306802,0,1,306801,,,,306802
11-02-2021,Kerala,314425,6174,1022,314425,0,563,313862,,,,314425
12-02-2021,Kerala,326974,6538,1053,326974,0,8514,318460,,,,326974
13-02-2021,Kerala,338167,6720,1057,338167,0,18256,319911,,,,338167
14-02-2021,Kerala,340452,6953,1061,340407,45,20439,319968,,,,340407
15-02-2021,Kerala,357263,7275,1065,353940,3323,28363,325577,,,,353940
16-02-2021,Kerala,382629,7495,1065,370481,12148,33717,336764,,,,370481
17-02-2021,Kerala,392764,7778,1067,377376,15388,36217,341159,,,,377376
18-02-2021,Kerala,401317,8065,1067,377981,23336,42079,335902,,,,377981
19-02-2021,Kerala,432564,8370,1080,400463,32101,47318,353145,,,,400463
20-02-2021,Kerala,445561,8533,1090,406728,38833,52144,354584,,,,406728
21-02-2021,Kerala,445939,8724,1109,407098,38841,52355,354743,,,,407098
22-02-2021,Kerala,469633,9064,1132,413599,56034,57459,356140,,,,413599
23-02-2021,Kerala,484753,9413,1149,422676,62077,60036,362640,,,,422676
24-02-2021,Kerala,501243,10099,1290,431070,70173,60822,370248,,,,431070
25-02-2021,Kerala,538367,10996,1408,449826,88541,61483,388343,,,,449826
26-02-2021,Kerala,593333,11310,1445,489113,104220,62561,426552,,,,489113
27-02-2021,Kerala,593333,11310,1445,489113,104220,62561,426552,,,,489113
28-02-2021,Kerala,593333,11510,1448,489113,104220,62561,426552,,,,489113
01-03-2021,Kerala,593333,13924,1580,489113,104220,62561,426552,,,,489113
02-03-2021,Kerala,653199,15275,1603,534490,118709,62855,471635,,,,534490
03-03-2021,Kerala,691858,18076,1713,564199,127659,63138,501061,,,,564199
04-03-2021,Kerala,774938,20736,1799,627900,147038,63956,563944,,,,627900
05-03-2021,Kerala,856197,23620,1892,689867,166330,64566,625301,,,,689867
06-03-2021,Kerala,943171,25728,1925,756016,187155,64997,691019,,,,756016
07-03-2021,Kerala,956327,26700,1943,767969,188358,64997,702972,,,,767969
08-03-2021,Kerala,1038770,30151,1987,829751,209019,65335,764416,,,,829751
09-03-2021,Kerala,918350,128892,952,689979,228371,65926,852243,,,,918350
10-03-2021,Kerala,954881,65470,435,714468,240413,66031,888669,,,,954881
11-03-2021,Kerala,992154,96505,717,742190,249964,66227,925745,,,,992154
12-03-2021,Kerala,1077367,164590,1182,807213,270154,67021,1010164,,,,1077367
13-03-2021,Kerala,1123556,112820,813,843361,280195,69072,1054301,,,,1123556
14-03-2021,Kerala,1127845,17650,105,846852,280993,69115,1058547,,,,1127845
15-03-2021,Kerala,1213086,188955,1357,915549,297537,74967,1137935,,,,1213086
16-03-2021,Kerala,1500473,193345,1385,1188099,312374,82435,1418038,,,,1188099
17-03-2021,Kerala,2016703,117310,846,1695387,321316,89070,1927633,,,,1695387
18-03-2021,Kerala,2165652,205825,1439,1832205,333447,95005,2070647,,,,1832205
19-03-2021,Kerala,2298455,205740,1474,1954868,343587,101174,2197281,,,,1954868
20-03-2021,Kerala,2418931,190250,1365,2066624,352307,107378,2311553,,,,2066624
21-03-2021,Kerala,2426827,18950,121,2073902,352925,107808,2319019,,,,2073902
22-03-2021,Kerala,2564049,223760,1580,2203735,360314,113327,2450722,,,,2203735
23-03-2021,Kerala,2712712,222431,1574,2339164,373548,124751,2587961,,,,2339164
24-03-2021,Kerala,2776155,117740,824,2398567,377588,127294,2648861,,,,2398567
25-03-2021,Kerala,2939242,228540,1552,2555550,383692,131207,2808035,,,,2555550
26-03-2021,Kerala,3070352,215440,1533,2682089,388263,133243,2937109,,,,2682089
27-03-2021,Kerala,3188068,193450,1397,2795930,392138,135202,3052866,,,,2795930
28-03-2021,Kerala,3199659,44970,342,2807351,392308,135210,3064449,,,,2807351
29-03-2021,Kerala,3353041,222970,1563,2956227,396814,136924,3216117,,,,2956227
30-03-2021,Kerala,3510207,240701,1588,3106682,403525,139738,3370469,,,,3106682
31-03-2021,Kerala,3574857,159940,1071,3167015,407842,141297,3433560,,,,3167015
01-04-2021,Kerala,3653814,170390,1173,3242747,411067,141781,3512033,,,,3242747
02-04-2021,Kerala,3721899,117886,805,3307374,414525,142408,3579491,,,,3307374
03-04-2021,Kerala,3838483,195200,1400,3416400,422083,143446,3695037,,,,3416400
04-04-2021,Kerala,3888331,66010,458,3463563,424768,143892,3744439,,,,3463563
05-04-2021,Kerala,4005217,218935,1570,3573568,431649,144425,3860792,,,,3573568
06-04-2021,Kerala,4042344,93940,713,3608126,434218,144684,3897660,,,,3608126
07-04-2021,Kerala,4140687,201340,1308,3698854,441833,145437,3995250,,,,3698854
08-04-2021,Kerala,4356948,259252,1692,3899533,457415,146408,4210540,,,,3899533
09-04-2021,Kerala,4575579,262105,1730,4099009,476570,147850,4427729,,,,4099009
10-04-2021,Kerala,4763750,224225,1520,4270854,492896,149328,4614422,,,,4270854
11-04-2021,Kerala,4830666,134861,867,4333798,496868,149990,4680676,,,,4333798
12-04-2021,Kerala,5098015,290180,1822,4571524,526491,152985,4945030,,,,4571524
13-04-2021,Kerala,5267173,271852,1736,4714085,553088,156460,5110713,,,,4714085
14-04-2021,Kerala,5287486,118910,900,4730173,557313,157699,5129787,,,,4730173
15-04-2021,Kerala,5496553,245990,1658,4899502,597051,172708,5323845,,,,4899502
16-04-2021,Kerala,5680114,217590,1531,5040807,639307,199162,5480952,,,,5040807
17-04-2021,Kerala,5832548,154580,1165,5158591,673957,240926,5591622,,,,5158591
18-04-2021,Kerala,5870232,122710,880,5189796,680436,255745,5614487,,,,5189796
19-04-2021,Kerala,6026332,203991,1441,5299053,727279,288756,5737576,,,,5299053
20-04-2021,Kerala,6243615,192246,1429,5443386,800229,312000,5931615,,,,5443386
21-04-2021,Kerala,6353600,170365,1213,5512304,841296,322945,6030655,,,,5512304
22-04-2021,Kerala,6503034,172874,1301,5602945,900089,333703,6169331,,,,5602945
23-04-2021,Kerala,6628388,172728,1247,5673943,954445,339373,6289015,,,,5673943
24-04-2021,Kerala,6827755,205317,1310,5788568,1039187,343411,6484344,,,,5788568
25-04-2021,Kerala,6847075,80837,597,5801281,1045794,344350,6502725,,,,5801281
26-04-2021,Kerala,6991118,180172,1325,5885170,1105948,349708,6641410,,,,5885170
27-04-2021,Kerala,7106942,146869,1075,5947361,1159581,352774,6754168,,,,5947361
28-04-2021,Kerala,7144083,62950,475,5967887,1176196,362293,6781790,,,,5967887
29-04-2021,Kerala,7229177,93760,731,6006391,1222786,368302,6860875,,,,6006391
30-04-2021,Kerala,7376934,154900,1141,6051350,1325584,375938,7000996,,,,6051350
01-05-2021,Kerala,7425416,69210,594,6069726,1355690,382103,7043313,,,,6069726
02-05-2021,Kerala,7426176,18200,156,6069760,1356416,382111,7044065,,,,6069760
03-05-2021,Kerala,7511454,106630,869,6092349,1419105,387629,7123825,,,,6092349
04-05-2021,Kerala,7577304,98340,767,6110419,1466885,396731,7180573,,,,6110419
05-05-2021,Kerala,7600484,59670,455,6118358,1482126,402333,7198151,,,,6118358
06-05-2021,Kerala,7705285,120290,945,6137985,1567300,407131,7298154,,,,6137985
07-05-2021,Kerala,7869269,167350,1157,6168780,1700489,412346,7456923,,,,6168780
08-05-2021,Kerala,7951983,120005,971,6187280,1764703,416141,7535842,,,,6187280
09-05-2021,Kerala,7952556,27900,254,6187652,1764904,416217,7536339,,,,6187652
10-05-2021,Kerala,8066700,132060,992,6216882,1849818,423755,7642945,,,,6216882
11-05-2021,Kerala,8141289,105890,825,6238776,1902513,431710,7709579,,,,6238776
12-05-2021,Kerala,8185506,67230,511,6257014,1928492,445050,7740456,,,,6257014
13-05-2021,Kerala,8212961,62660,473,6267551,1945410,451210,7761751,,,,6267551
14-05-2021,Kerala,8259812,76660,549,6290354,1969458,465390,7794422,,,,6290354
15-05-2021,Kerala,8417840,193340,1222,6426197,1991643,503057,7914783,,,,6426197
16-05-2021,Kerala,8451480,62347,248,6454137,1997343,525938,7925542,,,,6454137
17-05-2021,Kerala,8519852,126134,711,6510777,2009075,560846,7959006,,,,6510777
18-05-2021,Kerala,8573567,107114,689,6556628,2016939,583045,7990522,,,,6556628
19-05-2021,Kerala,8591102,47086,427,6571984,2019118,590468,8000634,,,,6571984
20-05-2021,Kerala,8599407,34433,351,6579668,2019739,593912,8005495,,,,6579668
21-05-2021,Kerala,8614950,48961,447,6594479,2020471,603174,8011776,,,,6594479
22-05-2021,Kerala,8644281,89493,725,6623765,2020516,605554,8038727,,,,6623765
23-05-2021,Kerala,8650237,17594,158,6629725,2020512,607283,8042954,,,,6629725
24-05-2021,Kerala,8703631,113572,888,6683003,2020628,613100,8090531,,,,6683003
25-05-2021,Kerala,8759506,120035,878,6738751,2020755,618253,8141253,,,,6738751
26-05-2021,Kerala,8789981,69295,546,6769136,2020845,620297,8169684,,,,6769136
27-05-2021,Kerala,8904096,173879,987,6881450,2022646,624269,8279827,,,,6881450
28-05-2021,Kerala,9056314,232312,1107,7031363,2024951,628104,8428210,,,,7031363
29-05-2021,Kerala,9215371,238231,1124,7170607,2044764,649344,8566027,,,,7170607
30-05-2021,Kerala,9241456,42017,147,7190905,2050551,655352,8586104,,,,7190905
31-05-2021,Kerala,9413723,272069,1237,7345141,2068582,676006,8737717,,,,7345141
01-06-2021,Kerala,9583560,299704,1284,7494522,2089038,699631,8883929,,,,7494522
02-06-2021,Kerala,9689249,209924,841,7585560,2103689,718474,8970775,,,,7585560
03-06-2021,Kerala,9850288,295836,1214,7730989,2119299,735829,9114459,,,,7730989
04-06-2021,Kerala,10026627,320606,1218,7888884,2137743,754258,9272350,,,,7888884
05-06-2021,Kerala,10214963,354755,1279,8057972,2156991,773840,9441101,,,,8057972
06-06-2021,Kerala,10270131,119620,341,8109567,2160564,780025,9490084,,,,8109567
07-06-2021,Kerala,10473049,387925,1269,8302066,2170983,812130,9660897,,,,8302066
08-06-2021,Kerala,10692008,428385,1394,8503125,2188883,860159,9831827,,,,8503125
09-06-2021,Kerala,10832105,313298,1078,8634128,2197977,896410,9935673,,,,8634128
10-06-2021,Kerala,10983039,339007,1185,8772285,2210754,941498,10041519,,,,8772285
11-06-2021,Kerala,11102819,294518,1102,8879020,2223799,985965,10116832,,,,8879020
12-06-2021,Kerala,11181355,248698,786,8943648,2237707,1013894,10167439,,,,8943648
13-06-2021,Kerala,11229829,131106,413,8989689,2240140,1017425,10212382,,,,8989689
14-06-2021,Kerala,11422135,379790,1344,9154064,2268071,1037536,10384577,,,,9154064
15-06-2021,Kerala,11635416,424663,1301,9307169,2328247,1051381,10584013,,,,9307169
16-06-2021,Kerala,11746936,243440,923,9386066,2360870,1056130,10690784,,,,9386066
17-06-2021,Kerala,11895426,320096,1239,9504983,2390443,1063048,10832356,,,,9504983
18-06-2021,Kerala,11996311,255798,947,9589345,2406966,1070485,10925804,,,,9589345
19-06-2021,Kerala,12103202,245704,1002,9676904,2426298,1075660,11027520,,,,9676904
20-06-2021,Kerala,12161549,125141,331,9719116,2442433,1078411,11083116,,,,9719116
21-06-2021,Kerala,12431202,591187,1543,9878112,2553090,1092178,11339002,,,,9878112
22-06-2021,Kerala,12668936,546122,1531,10022247,2646689,1106631,11562283,,,,10022247
23-06-2021,Kerala,12837481,364068,1133,10116957,2720524,1126110,11711349,,,,10116957
24-06-2021,Kerala,13061640,492490,1418,10258975,2802665,1142238,11919380,,,,10258975
25-06-2021,Kerala,13304025,528180,1472,10402196,2901829,1154293,12149710,,,,
26-06-2021,Kerala,13483338,398389,1234,10506089,2977249,1169758,12313558,,,,
27-06-2021,Kerala,13535878,135036,274,10541450,2994428,1174572,12361080,,,,
28-06-2021,Kerala,13748651,438168,1361,10649612,3099039,1195791,12552616,,,,
29-06-2021,Kerala,13948645,420048,1412,10748505,3200140,1211737,12736664,,,,
30-06-2021,Kerala,14095726,333990,954,10841514,3254212,1225695,12869253,,,,
01-07-2021,Kerala,14242696,272859,1136,10915717,3326979,1243834,12997960,,,,
02-07-2021,Kerala,14531577,507450,1598,11043945,3487632,1260906,13269769,,,,
03-07-2021,Kerala,14764538,434026,1349,11162817,3601721,1286057,13477539,,,,
04-07-2021,Kerala,14790452,60703,204,11179952,3610500,1296452,13492969,,,,
05-07-2021,Kerala,14947001,280390,1126,11261270,3685731,1322560,13622811,,,,
06-07-2021,Kerala,15062316,210822,956,11322761,3739555,1344479,13715852,,,,
07-07-2021,Kerala,15120585,121989,609,11356275,3764310,1361299,13756846,,,,
08-07-2021,Kerala,15221414,179017,890,11393122,3828292,1397281,13821583,,,,
09-07-2021,Kerala,15412596,368154,1287,11454395,3958201,1415604,13993920,,,,
10-07-2021,Kerala,15667228,444207,1214,11544597,4122631,1425089,14237704,,,,
11-07-2021,Kerala,15700974,64579,187,11559011,4141963,1432200,14263410,,,,
12-07-2021,Kerala,15911270,376850,1171,11633723,4277547,1453114,14451266,,,,
13-07-2021,Kerala,16059858,286176,1093,11695199,4364659,1466069,14585013,,,,
14-07-2021,Kerala,16206261,187084,951,11787878,4418383,1484769,14711314,,,,
15-07-2021,Kerala,16360256,265393,1234,11856125,4504131,1498515,14850676,,,,
16-07-2021,Kerala,16485990,239682,1079,11918604,4567386,1514558,14959533,,,,
17-07-2021,Kerala,16650485,282769,978,11989687,4660798,1529101,15108827,,,,
18-07-2021,Kerala,16704293,94433,209,12021046,4683247,1535638,15156094,,,,
19-07-2021,Kerala,17058684,564617,1508,12156815,4901869,1545081,15500256,,,,
20-07-2021,Kerala,17329394,447904,1294,12277830,5051564,1557222,15757849,,,,
21-07-2021,Kerala,17427952,225544,733,12340361,5087591,1562403,15850690,,,,
22-07-2021,Kerala,17709317,467291,1339,12464564,5244753,1572081,16121262,,,,
23-07-2021,Kerala,17976287,480259,1366,12585905,5390382,1591266,16368360,,,,
24-07-2021,Kerala,18464206,886286,1524,12877004,5587202,1626888,16820026,,,,
25-07-2021,Kerala,18594259,290522,424,12972001,5622258,1649113,16927291,,,,
26-07-2021,Kerala,18811780,472160,992,13128347,5683433,1703972,17089290,,,,
27-07-2021,Kerala,18942910,348114,730,13233990,5708920,1746313,17176726,,,,
28-07-2021,Kerala,19009970,0,0,13292691,5717279,1753082,17236207,,,,
